x1,x2,x3
-0.6861309674964428,0.8427472510202386,2.07934470359042
-2.131508890267287,-0.11091529686164926,-2.5825987686527574
-0.40079261641966557,-0.25371714423403663,-0.9275051548864739
-0.6091967219365825,2.3433344041071846,1.9967197382714048
1.337525016059353,3.430809079947731,-1.5025894329714629
0.10727443664533481,1.5571412942945804,-1.2100893536539088
0.5393033952361772,0.8995927263895684,2.8438264127481068
2.227515888455983,-0.20189724974475046,-2.1589844048827813
0.8795131709485311,1.0492859539222474,-2.9223499633764494
-1.1774534186028864,-1.2079954751656552,0.0022517687821124593
0.8129766057940395,-0.052415220269785553,-1.059243294792133
0.3218057073858227,-0.8530612727266628,-2.0066413637247655
1.7887613281106567,-1.0589608043750274,2.26954307454749
1.3772375241265957,-0.35814135491327664,1.5359011923799957
0.19769378610558702,0.10218242488545554,1.8421272123373242
-0.7516647485353347,1.0067877678529082,1.8741116927194126
0.6151413984575492,0.22874990423043534,1.6252640904941573
0.28758828807821896,-2.204455452854209,2.4331751580031313
1.2643982352898848,1.775385780398108,-2.209844718562001
0.6641559875139571,0.5066730294045327,1.7556278105545435
1.0488701313373077,0.834083041291373,-2.8827182607666737
1.1253655243172,-0.3574462342063987,-3.107037087668445
1.2668432138718766,5.112212740277135,-0.9760217385533344
-0.303703658684752,0.5065434532751661,1.4297531124288834
0.7082263393387864,1.5473282199832916,2.8324886318598996
-0.2765924001389779,-1.7927444081366777,-0.9941667164601459
-0.41117543559284986,-2.4573825702875083,-2.800975394229808
1.015050875026113,-0.1413453944269851,1.3772724748450942
-1.0740700579539175,-2.182861246214253,1.0011568031496743
-0.2902868642069204,-1.033225798160765,-2.374465540931445
-0.5433933536792477,-2.2003482336110984,0.36114753040975733
-0.2397812957752834,2.9980590728560585,1.8884932713102875
-0.31064105139854337,0.6894627345980604,-0.4939729611807675
0.005577826647941236,1.1516690383167383,1.831765459001693
-0.3605819992682012,-0.7308120686153325,2.9946262954938727
0.8227808790122688,2.149045589727272,1.7587009190548522
-0.6337450643408186,1.568708848041268,-0.30549016069777596
-0.5044404509398449,-0.3623222855375723,2.95296737676426
-0.6021761653383141,1.0622008975085024,0.8422914261238728
0.07586748683561378,-2.042220263209205,-1.437520792606025
1.1211629245102217,-2.8107204831109263,-0.18845540715988007
-0.7497179490537671,0.9080948559278044,2.6603243679636166
0.2804268826606649,0.39412767193077586,-2.0967196790417755
1.7497131143952371,-1.6598911165361567,1.4216351198620336
-0.825444163058572,0.2008316442321984,2.3621716527201735
0.6679021698685098,-0.349702842023289,-0.24491566651674512
0.36240810010290153,-0.7325240111914423,2.2066262876747795
0.6071933487472507,-0.15303673116202135,-0.317834448786005
-0.05586860218592832,-2.047672015296425,-2.587680499763964
0.5437670607451419,0.5848102660530483,0.08174018323349524
